title,rating,tokens
Plain Proposal,4.38,Plain Proposal
Maps of Meaning: The Architecture of Belief,4.1,Maps of Meaning: The Architecture of Belief
Forever with You,4.14,Forever with You
Move the Sun,3.8,Move the Sun
Burned,3.97,Burned
Darkness Falls,3.81,Darkness Falls
The Curse of Camp Cold Lake,3.77,The Curse of Camp Cold Lake
Crow's Revenge,4.5,Crow's Revenge
In the Image,3.9,In the Image
The Reckoning,4.43,The Reckoning
A Special Place In Hell...Healing An Epidemic of Unhappy Women,4.33,A Special Place In Hell...Healing An Epidemic of Unhappy Women
"Tiger, Tiger",3.88,"Tiger, Tiger"
War of the Ancients Archive,4.23,War of the Ancients Archive
"A Long, Long Sleep",3.82,"A Long, Long Sleep"
Europa,3.34,Europa
HMS Ulysses,4.06,HMS Ulysses
There Is No Me Without You: One Woman's Odyssey to Rescue Africa's Children,4.25,There Is No Me Without You: One Woman's Odyssey to Rescue Africa's Children
Pretty Tough,3.84,Pretty Tough
"Nausicaä of the Valley of the Wind, Vol. 3",4.56,"Nausicaä of the Valley of the Wind, Vol. 3"
Long After,4.21,Long After
Shadow,4.0,Shadow
"Gone, Baby, Gone",4.14,"Gone, Baby, Gone"
The Egg,4.19,The Egg
Thyla,3.66,Thyla
Virtual Reality,3.57,Virtual Reality
The Quicksilver Pool,3.93,The Quicksilver Pool
War of the Twins,4.14,War of the Twins
Mister Mann,3.94,Mister Mann
Rebel's Quest,4.13,Rebel's Quest
Save Me,3.65,Save Me
Magic Science And Religion,3.48,Magic Science And Religion
The City in Which I Love You,4.24,The City in Which I Love You
Silent Night,4.19,Silent Night
Swallowing Darkness,4.15,Swallowing Darkness
Mickelsson's Ghosts,4.02,Mickelsson's Ghosts
23:27,3.93,23:27
In This Moment,3.95,In This Moment
Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World,3.95,Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World
Merde Actually,3.57,Merde Actually
Paradox,3.75,Paradox
UnCONventional,4.13,UnCONventional
The Christmas Doll,4.21,The Christmas Doll
"Subverting Syria: How CIA Contra Gangs and NGOs Manufacture, Mislabel and Market Mass Murder",4.67,"Subverting Syria: How CIA Contra Gangs and NGOs Manufacture, Mislabel and Market Mass Murder"
Form Line of Battle,4.16,Form Line of Battle
An Elephant in the Garden,4.17,An Elephant in the Garden
Enemy in Sight,4.17,Enemy in Sight
White Hot,4.5,White Hot
The Complete Sherlock Holmes: Volume II,4.47,The Complete Sherlock Holmes: Volume II
Rainbow Cottage,4.25,Rainbow Cottage
Defiant,4.33,Defiant
The Maze in the Heart of the Castle,3.92,The Maze in the Heart of the Castle
Marion Zimmer Bradley's Ancestors of Avalon,3.91,Marion Zimmer Bradley's Ancestors of Avalon
The Seven Chinese Brothers,4.18,The Seven Chinese Brothers
Grave Visions,4.08,Grave Visions
Untouchable,4.02,Untouchable
American Speed: From Dirt Tracks To Nascar,3.89,American Speed: From Dirt Tracks To Nascar
Smoke Gets in Your Eyes & Other Lessons from the Crematory,4.18,Smoke Gets in Your Eyes & Other Lessons from the Crematory
Portal: The Timeslip Trilogy: Book I,3.7,Portal: The Timeslip Trilogy: Book I
Once Upon the End,4.45,Once Upon the End
Echoes of the Great Song,4.04,Echoes of the Great Song
Caliban's War,4.34,Caliban's War
Body and Soul,4.32,Body and Soul
Endurance: Shackleton's Incredible Voyage,4.39,Endurance: Shackleton's Incredible Voyage
500 Steve Pavlina Quotes,3.67,500 Steve Pavlina Quotes
In the Presence of Fear,4.29,In the Presence of Fear
The Church and The Tithe Debate,5.0,The Church and The Tithe Debate
Shadows,4.34,Shadows
A Steel Heart,4.38,A Steel Heart
Sad Girls,3.38,Sad Girls
Standing at the Scratch Line,4.51,Standing at the Scratch Line
The Kalevala,4.06,The Kalevala
Disney Presents Carl Barks Greatest Ducktales Stories Volume 2,4.31,Disney Presents Carl Barks Greatest Ducktales Stories Volume 2
Detectives in Togas,3.91,Detectives in Togas
"Batwoman, Volume 1: Hydrology",4.06,"Batwoman, Volume 1: Hydrology"
Fire Country,4.06,Fire Country
Atlantis Found,3.99,Atlantis Found
Moonwalking with Einstein: The Art and Science of Remembering Everything,3.88,Moonwalking with Einstein: The Art and Science of Remembering Everything
Listen to My Voice,3.39,Listen to My Voice
Summer in Baden-Baden,3.76,Summer in Baden-Baden
Nightwalker,3.68,Nightwalker
Blindness,3.88,Blindness
The Princesses of Iowa,3.66,The Princesses of Iowa
The Immortal Fire,3.99,The Immortal Fire
The Deep: The Extraordinary Creatures of the Abyss,4.3,The Deep: The Extraordinary Creatures of the Abyss
Crazy,3.88,Crazy
Dreams of a Final Theory: The Scientist's Search for the Ultimate Laws of Nature,4.06,Dreams of a Final Theory: The Scientist's Search for the Ultimate Laws of Nature
Stresshead,3.44,Stresshead
Chosen by a Horse,4.08,Chosen by a Horse
Stranded,4.34,Stranded
Asylum: A Hidden Tale - Sinister Tales,4.25,Asylum: A Hidden Tale - Sinister Tales
Savannah Blues,3.99,Savannah Blues
A Plato Reader: Eight Essential Dialogues,3.99,A Plato Reader: Eight Essential Dialogues
Scientology: The Fundamentals of Thought,2.55,Scientology: The Fundamentals of Thought
Love and Ghost Letters,3.84,Love and Ghost Letters
The Wise Woman and Other Stories,4.16,The Wise Woman and Other Stories
A Life Without You,3.72,A Life Without You
The Darling Dahlias and the Cucumber Tree,3.69,The Darling Dahlias and the Cucumber Tree
China Rich Girlfriend,3.82,China Rich Girlfriend
The Bad Mother's Diary,4.08,The Bad Mother's Diary
Stolen,4.5,Stolen
The Story of Mr Sommer,3.84,The Story of Mr Sommer
The Birdcage by John Bowen 1962,4.13,The Birdcage by John Bowen 1962
Unexpected Love,3.03,Unexpected Love
God-Shaped Hole,4.04,God-Shaped Hole
Sweet Liar,4.09,Sweet Liar
"Barbarians: How The Baby Boomers, Immigration, and Islam Screwed my Generation",3.71,"Barbarians: How The Baby Boomers, Immigration, and Islam Screwed my Generation"
The Unbecoming of Mara Dyer,4.05,The Unbecoming of Mara Dyer
The Fall,3.81,The Fall
The Death of Joan of Arc,3.92,The Death of Joan of Arc
Conjure Wife,3.84,Conjure Wife
The Gramm Curse,3.99,The Gramm Curse
"Akiko, Volume 5: Bornstone's Elixir",4.19,"Akiko, Volume 5: Bornstone's Elixir"
The Best Of Enemies,3.46,The Best Of Enemies
December,4.06,December
Each Little Bird that Sings,4.1,Each Little Bird that Sings
The Crown's Fate,3.7,The Crown's Fate
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",4.31,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear"
Sharp Teeth,3.88,Sharp Teeth
Demon Bound,3.73,Demon Bound
Tempting the Beast,3.94,Tempting the Beast
The Middle Place,3.87,The Middle Place
Flashman and the Mountain of Light,4.23,Flashman and the Mountain of Light
In the Time of Dragon Moon,4.13,In the Time of Dragon Moon
Slow Burn,4.04,Slow Burn
The Duke and I,4.05,The Duke and I
The Power of Myth,4.26,The Power of Myth
An Unkindness of Ghosts,4.01,An Unkindness of Ghosts
Flat-Out Sexy,3.95,Flat-Out Sexy
Exile for Dreamers,4.13,Exile for Dreamers
Shards of Hope,4.32,Shards of Hope
Thirst Trap - An Instagram Scandal,4.61,Thirst Trap - An Instagram Scandal
Camp Half-Blood Confidential,4.19,Camp Half-Blood Confidential
Street Bitches Don't Need Love 2,4.59,Street Bitches Don't Need Love 2
The Hangman's Replacement: Sprout of Disruption,3.69,The Hangman's Replacement: Sprout of Disruption
The Blood Countess,3.6,The Blood Countess
"The Very Devil, Herself!",3.76,"The Very Devil, Herself!"
A Book of Five Rings: The Classic Guide to Strategy,4.05,A Book of Five Rings: The Classic Guide to Strategy
The Iron Trial,3.95,The Iron Trial
Duck for President,4.02,Duck for President
Transformation Space,4.03,Transformation Space
Book of Never: Volumes 4-5,4.17,Book of Never: Volumes 4-5
Gift from the Sea,4.15,Gift from the Sea
The Cold Dish,4.13,The Cold Dish
Micro,3.44,Micro
Death and Other Fun Activities,5.0,Death and Other Fun Activities
The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War,4.18,The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War
MA'AT 42 Plus GOD,4.65,MA'AT 42 Plus GOD
The Next Accident,4.17,The Next Accident
Healing With Whole Foods: Asian Traditions and Modern Nutrition,4.41,Healing With Whole Foods: Asian Traditions and Modern Nutrition
Big Magic: by Elizabeth Gilbert (Creative Living Beyond Fear) | A 15-Minute Summary,4.42,Big Magic: by Elizabeth Gilbert (Creative Living Beyond Fear) | A 15-Minute Summary
"Individual Power: Reclaiming Your Core, Your Truth and Your Life",3.88,"Individual Power: Reclaiming Your Core, Your Truth and Your Life"
Cross My Heart and Hope to Spy,4.12,Cross My Heart and Hope to Spy
Love is a Wounded Soldier,4.1,Love is a Wounded Soldier
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,3.78,Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones
Darker,4.09,Darker
The Great Outdoors Vol 2,4.2,The Great Outdoors Vol 2
The Book of Blots,4.67,The Book of Blots
"Godchild, Volume 01",4.08,"Godchild, Volume 01"
"Absolute Boyfriend, Vol. 2",4.14,"Absolute Boyfriend, Vol. 2"
Super Sons #9,3.93,Super Sons #9
The Fireman's Wife,3.89,The Fireman's Wife
The Abstinence Teacher,3.25,The Abstinence Teacher
High Tide at Gettysburg,4.12,High Tide at Gettysburg
The Cilappatikaram: The Tale of an Anklet,3.71,The Cilappatikaram: The Tale of an Anklet
The Sweetest Dark,3.81,The Sweetest Dark
"Your Lie in April, Vol. 1",4.44,"Your Lie in April, Vol. 1"
A Life in Secrets: Vera Atkins and the Missing Agents of WWII.,4.07,A Life in Secrets: Vera Atkins and the Missing Agents of WWII.
Mississippi Blood,4.43,Mississippi Blood
The Pursuit of Love,3.95,The Pursuit of Love
King of the Khyber Rifles,3.69,King of the Khyber Rifles
The Ascent of Man,4.19,The Ascent of Man
Spell Bound,4.07,Spell Bound
Becoming Jane,4.11,Becoming Jane
Legion,3.73,Legion
Beige,3.62,Beige
Unwind,4.17,Unwind
Risk Everything,3.73,Risk Everything
Surrender the Wind,4.25,Surrender the Wind
The Other Half Lives,3.57,The Other Half Lives
Myths of Light: Eastern Metaphors of the Eternal (Collected Work),4.45,Myths of Light: Eastern Metaphors of the Eternal (Collected Work)
The Winter People,3.83,The Winter People
Cruelest Journey: Six Hundred Miles To Timbuktu,3.93,Cruelest Journey: Six Hundred Miles To Timbuktu
Island of Fire,4.42,Island of Fire
Country: The Twisted Roots Of Rock 'n' Roll,4.07,Country: The Twisted Roots Of Rock 'n' Roll
The Bondwoman's Narrative,3.86,The Bondwoman's Narrative
Blood and Tempest,4.09,Blood and Tempest
The Black Coats,3.71,The Black Coats
Acting: The First Six Lessons,4.09,Acting: The First Six Lessons
A Pocket Full of Rye,3.87,A Pocket Full of Rye
The Last Leopard,4.21,The Last Leopard
The Magicians,3.52,The Magicians
Introduction to the Theory of Computation,4.23,Introduction to the Theory of Computation
Extremely Loud & Incredibly Close,3.97,Extremely Loud & Incredibly Close
Blood Will Tell,3.91,Blood Will Tell
Major Crush,3.8,Major Crush
A Hero For WondLa,4.26,A Hero For WondLa
Male Sexuality: Why Women Don't Understand It-And Men Don't Either,3.81,Male Sexuality: Why Women Don't Understand It-And Men Don't Either
In the Dark,4.1,In the Dark
On the Shoulders of Titans,4.26,On the Shoulders of Titans
Special Problems in the Study of Sufi Ideas,4.83,Special Problems in the Study of Sufi Ideas
Finger Lickin' Fifteen,4.0,Finger Lickin' Fifteen
WAR - Horseman of the Apocalypse (Love Blooms Eternal): A Fantasy Romance Adventure Novel,4.5,WAR - Horseman of the Apocalypse (Love Blooms Eternal): A Fantasy Romance Adventure Novel
Home for the Holidays,4.36,Home for the Holidays
Hers the Kingdom,4.24,Hers the Kingdom
What We Think We Become,4.25,What We Think We Become
Size 12 and Ready to Rock,3.84,Size 12 and Ready to Rock
Lethal,4.06,Lethal
The Demigod Files,4.05,The Demigod Files
"Fullmetal Alchemist, Vol. 5",4.56,"Fullmetal Alchemist, Vol. 5"
Enemy Brothers,4.45,Enemy Brothers
Anti-Intellectualism in American Life,4.15,Anti-Intellectualism in American Life
The Knight of the Rose,4.24,The Knight of the Rose
Speculation,3.45,Speculation
The Magic Misfits,3.97,The Magic Misfits
Derora's War,4.85,Derora's War
The Firm,4.09,The Firm
Skeleton Crew,3.96,Skeleton Crew
Confusion,4.25,Confusion
To the Last Man: A Novel of the First World War,4.23,To the Last Man: A Novel of the First World War
The Cobalt Prince,4.28,The Cobalt Prince
The Seven Crystal Balls,4.2,The Seven Crystal Balls
Rage of Angels,3.94,Rage of Angels
"The Complete Peanuts, Vol. 3: 1955-1956",4.54,"The Complete Peanuts, Vol. 3: 1955-1956"
Neem the Half-Boy,4.15,Neem the Half-Boy
Fire by Night,4.42,Fire by Night
A Framework for Understanding Poverty,3.91,A Framework for Understanding Poverty
HIDDEN MICKEY 4: Wolf! Happily Ever After?,4.22,HIDDEN MICKEY 4: Wolf! Happily Ever After?
Meridon,3.69,Meridon
Children of the Night,3.71,Children of the Night
The Absolutist,4.07,The Absolutist
Dreamer's Pool,3.96,Dreamer's Pool
Innocence Defied,4.09,Innocence Defied
"Summary of Thinking, Fast and Slow: by Daniel Kahneman | Includes Analysis",3.91,"Summary of Thinking, Fast and Slow: by Daniel Kahneman | Includes Analysis"
Hiding from the Light,4.05,Hiding from the Light
Accidentally on Purpose,3.94,Accidentally on Purpose
From a Buick 8,3.45,From a Buick 8
Tuesday,4.16,Tuesday
Magic Outside the Box,4.45,Magic Outside the Box
Twisted Together,4.35,Twisted Together
The Dreams in the Witch House,3.79,The Dreams in the Witch House
The Wounded Land,3.99,The Wounded Land
The Way of Kings,4.63,The Way of Kings
Endless,4.52,Endless
Disciplining the Duchess,3.69,Disciplining the Duchess
The Revelation,4.36,The Revelation
Walt Disney's Comics and Stories Archives Volume 1,4.22,Walt Disney's Comics and Stories Archives Volume 1
Anansi the Spider: A Tale from the Ashanti,4.11,Anansi the Spider: A Tale from the Ashanti
The Silver Mask,4.08,The Silver Mask
"Bread, Salt & Wine",3.95,"Bread, Salt & Wine"
"The League of Extraordinary Gentlemen, Vol. 2",3.93,"The League of Extraordinary Gentlemen, Vol. 2"
The Association,3.88,The Association
Phoenix,4.15,Phoenix
Shadowlight,3.76,Shadowlight
The Pilgrimage,3.64,The Pilgrimage
Dance of Shadows,3.54,Dance of Shadows
Women in Love,3.67,Women in Love
You Will Know Me,3.44,You Will Know Me
Wide Spaces,4.13,Wide Spaces
Visions of Heat,4.11,Visions of Heat
The Faerie Queene,3.57,The Faerie Queene
Titanic's Last Secrets: The Further Adventures of Shadow Divers John Chatterton and Richie Kohler,3.89,Titanic's Last Secrets: The Further Adventures of Shadow Divers John Chatterton and Richie Kohler
"Poems of Alfred, Lord Tennyson",4.0,"Poems of Alfred, Lord Tennyson"
"Past, Present, and Promises",4.02,"Past, Present, and Promises"
Oz: The Wonderful Wizard of Oz,4.09,Oz: The Wonderful Wizard of Oz
In China With Green Day,4.39,In China With Green Day
The Midnight Circus,3.75,The Midnight Circus
Outpost,3.66,Outpost
Witch Week,3.92,Witch Week
Princess in Waiting,3.68,Princess in Waiting
The Merciless,3.59,The Merciless
Bear Necessities,3.95,Bear Necessities
The In Death Collection: Books 1-5,4.64,The In Death Collection: Books 1-5
Religious Affections,4.23,Religious Affections
Holes,3.97,Holes
Shumbachena,5.0,Shumbachena
Creative Dreaming: Plan And Control Your Dreams To Develop Creativity Overcome Fears Solve Proble,3.79,Creative Dreaming: Plan And Control Your Dreams To Develop Creativity Overcome Fears Solve Proble
The Golden Torc,4.13,The Golden Torc
A Solitary Blue,3.98,A Solitary Blue
Spirit Bound,4.35,Spirit Bound
Super Sons of Tomorrow,3.73,Super Sons of Tomorrow
Beowulf's Children,3.77,Beowulf's Children
Graffiti Moon,3.89,Graffiti Moon
The Jackal,4.3,The Jackal
Foretold: 14 Tales of Prophecy and Prediction,3.96,Foretold: 14 Tales of Prophecy and Prediction
Heaven Has No Favorites,4.24,Heaven Has No Favorites
"This Way for the Gas, Ladies and Gentlemen",4.17,"This Way for the Gas, Ladies and Gentlemen"
The Infernal Devices: Clockwork Prince,4.41,The Infernal Devices: Clockwork Prince
A Disturbed Girl's Guide to Curing Boredom,3.66,A Disturbed Girl's Guide to Curing Boredom
The 900 Days: The Siege of Leningrad,4.18,The 900 Days: The Siege of Leningrad
The Door in the Wall,3.75,The Door in the Wall
Keep the Aspidistra Flying,3.89,Keep the Aspidistra Flying
The Beautiful Screaming Of Pigs,3.7,The Beautiful Screaming Of Pigs
The Dark Elf,4.67,The Dark Elf
The Popularity Papers,4.09,The Popularity Papers
The War Against Women,4.03,The War Against Women
Beautiful Beloved,4.08,Beautiful Beloved
Are We Smart Enough to Know How Smart Animals Are?,3.94,Are We Smart Enough to Know How Smart Animals Are?
Steal Away: Selected and New Poems,4.32,Steal Away: Selected and New Poems
A World of Vampires: Volume 2,4.29,A World of Vampires: Volume 2
Wishes,3.97,Wishes
An Inspector Calls,3.8,An Inspector Calls
The Talon Saga Volume 1: Talon / Rogue / Soldier / Legion,4.4,The Talon Saga Volume 1: Talon / Rogue / Soldier / Legion
His Heart Her Soul: Soul Series 1,5.0,His Heart Her Soul: Soul Series 1
